Random seed, 2, forward time, 1001.2399594783783, qp time, 1059.0918424129486, backward_time, 100.14016532897949
Random seed, 15, forward time, 390.007440328598, qp time, 1073.5418121814728, backward_time, 95.1781325340271
Random seed, 21, forward time, 1419.6065850257874, qp time, 681.4510459899902, backward_time, 69.63445997238159
Random seed, 7, forward time, 1069.4280195236206, qp time, 1044.038892030716, backward_time, 106.31347632408142
Random seed, 18, forward time, 622.257707118988, qp time, 1038.9535603523254, backward_time, 106.74354553222656
Random seed, 5, forward time, 337.4659605026245, qp time, 1044.2683062553406, backward_time, 107.82079291343689
Random seed, 25, forward time, 621.4368960857391, qp time, 1084.4852643013, backward_time, 96.62970924377441
Random seed, 10, forward time, 258.273478269577, qp time, 941.3572828769684, backward_time, 102.39240002632141
Random seed, 4, forward time, 381.62618494033813, qp time, 1076.4687142372131, backward_time, 101.66960763931274
Random seed, 29, forward time, 400.1087815761566, qp time, 996.7692410945892, backward_time, 106.48242020606995
Random seed, 13, forward time, 348.22341418266296, qp time, 1126.6912546157837, backward_time, 113.36526012420654
Random seed, 16, forward time, 525.5715126991272, qp time, 1049.6825602054596, backward_time, 100.1534161567688
Random seed, 22, forward time, 285.1162166595459, qp time, 1070.0870444774628, backward_time, 112.25817394256592
Random seed, 17, forward time, 556.02237200737, qp time, 1207.3885204792023, backward_time, 108.46735143661499
Random seed, 3, forward time, 441.9438841342926, qp time, 1185.330748796463, backward_time, 111.10554766654968
Random seed, 6, forward time, 957.3110518455505, qp time, 1106.808133840561, backward_time, 105.31953763961792
Random seed, 19, forward time, 793.5250065326691, qp time, 1212.623385667801, backward_time, 105.17249345779419
Random seed, 23, forward time, 401.88067507743835, qp time, 975.3357689380646, backward_time, 105.96543049812317
Random seed, 24, forward time, 1744.822809457779, qp time, 950.7161085605621, backward_time, 91.65615367889404
