mode, epoch, average loss, defender utility
training, -1, 0.7911856634276254, nan
validating, -1, 0.628723931312561, nan
testing, -1, 0.6784777641296387, nan
training, 0, 2.124227452278137, -2.7526354449135915
validating, 0, 2.244885301589966, -2.6378963470458983
testing, 0, 1.8598206043243408, -2.7642083406448363
mode, epoch, average loss, defender utility
training, -1, 0.8191520827157157, nan
validating, -1, 1.139702272415161, nan
testing, -1, 0.738588559627533, nan
training, 0, 3.188904244559152, -6.520865345001221
validating, 0, 3.063336181640625, -6.514675045013428
testing, 0, 3.1905845165252686, -6.622528791427612
mode, epoch, average loss, defender utility
training, -1, 0.14024606219359806, nan
validating, -1, 0.1872975617647171, nan
testing, -1, 0.13012946620583535, nan
training, 0, 1.6574285132544382, -4.1349563326154435
validating, 0, 1.5496886014938354, -4.146876621246338
testing, 0, 1.6797667026519776, -4.1377684593200685
mode, epoch, average loss, defender utility
training, -1, 0.05338075804923262, nan
validating, -1, 0.07119211181998253, nan
testing, -1, 0.0672838220372796, nan
training, 0, 1.2944061245237077, -4.772518416813441
validating, 0, 1.354595160484314, -4.807896995544434
testing, 0, 1.2044356226921082, -4.870580387115479
mode, epoch, average loss, defender utility
training, -1, 0.1348873470244663, nan
validating, -1, 0.1489991068840027, nan
testing, -1, 0.12409351468086242, nan
training, 0, 1.4796191079275949, -3.234248924255371
validating, 0, 1.4029843091964722, -3.279229831695557
testing, 0, 1.4914595127105712, -3.2367660284042357
mode, epoch, average loss, defender utility
training, -1, 0.7911856634276254, nan
validating, -1, 0.628723931312561, nan
testing, -1, 0.6784777641296387, nan
training, 0, 2.124227452278137, -2.7526354449135915
validating, 0, 2.244885301589966, -2.6378963470458983
testing, 0, 1.8598206043243408, -2.7642083406448363
mode, epoch, average loss, defender utility
training, -1, 0.8191520827157157, nan
validating, -1, 1.139702272415161, nan
testing, -1, 0.738588559627533, nan
training, 0, 3.188904244559152, -6.520865345001221
validating, 0, 3.063336181640625, -6.514675045013428
testing, 0, 3.1905845165252686, -6.622528791427612
mode, epoch, average loss, defender utility
training, -1, 0.14024606219359806, nan
validating, -1, 0.1872975617647171, nan
testing, -1, 0.13012946620583535, nan
training, 0, 1.6574285132544382, -4.1349563326154435
validating, 0, 1.5496886014938354, -4.146876621246338
testing, 0, 1.6797667026519776, -4.1377684593200685
mode, epoch, average loss, defender utility
training, -1, 0.05338075804923262, nan
validating, -1, 0.07119211181998253, nan
testing, -1, 0.0672838220372796, nan
training, 0, 1.2944061245237077, -4.772518416813441
validating, 0, 1.354595160484314, -4.807896995544434
testing, 0, 1.2044356226921082, -4.870580387115479
mode, epoch, average loss, defender utility
training, -1, 0.1348873470244663, nan
validating, -1, 0.1489991068840027, nan
testing, -1, 0.12409351468086242, nan
training, 0, 1.4796191079275949, -3.234248924255371
validating, 0, 1.4029843091964722, -3.279229831695557
testing, 0, 1.4914595127105712, -3.2367660284042357
