mode, epoch, average loss, defender utility
training, -1, 0.6068734415939876, nan
validating, -1, 0.5138177871704102, nan
testing, -1, 0.37137735933065413, nan
training, 0, 2.37678108896528, -5.296165806906564
validating, 0, 2.302069664001465, -5.15727653503418
testing, 0, 2.2753644704818727, -5.178009080886841
mode, epoch, average loss, defender utility
training, -1, 1.5553053276879447, nan
validating, -1, 1.539580488204956, nan
testing, -1, 1.5586156845092773, nan
training, 0, 4.021912670135498, -7.832880319867815
validating, 0, 3.954852819442749, -7.864996910095215
testing, 0, 3.8324477434158326, -7.809903907775879
mode, epoch, average loss, defender utility
training, -1, 2.1486028943743025, nan
validating, -1, 2.772159957885742, nan
testing, -1, 2.3039392709732054, nan
training, 0, 4.183888653346471, -3.2106861727578297
validating, 0, 4.412244892120361, -3.1451238632202148
testing, 0, 4.030314469337464, -3.3415767431259153
mode, epoch, average loss, defender utility
training, -1, 0.6173526218959263, nan
validating, -1, 0.407629132270813, nan
testing, -1, 0.6023495316505432, nan
training, 0, 2.5943162849971224, -4.516748659951347
validating, 0, 2.6036361694335937, -4.535457992553711
testing, 0, 2.594687843322754, -4.505499601364136
mode, epoch, average loss, defender utility
training, -1, 1.7805074317114693, nan
validating, -1, 2.1665486812591555, nan
testing, -1, 1.900913381576538, nan
training, 0, 3.922972515651158, -3.105585036958967
validating, 0, 3.980776309967041, -3.2813032150268553
testing, 0, 3.965283727645874, -3.1282576084136964
